N1_Ori,N2_Ori,N3_Ori,N4_Ori,N5_Ori,N6_Ori,N7_Ori,N8_Ori,N9_Ori,N10_Ori,N11_Ori,N12_Ori,N13_Ori,N14_Ori,N15_Ori,N16_Ori,N17_Ori,N18_Ori,N19_Ori,N20_Ori,N21_Ori,N22_Ori,N23_Ori,N24_Ori,N25_Ori,N26_Ori,N27_Ori,N28_Ori,N29_Ori,N30_Ori,N31_Ori,N32_Ori,N33_Ori,N34_Ori,N35_Ori,N36_Ori,N37_Ori,N38_Ori,N39_Ori,N40_Ori,N41_Ori,N42_Ori,N43_Ori,N44_Ori,N45_Ori,N46_Ori,N47_Ori,N48_Ori,N49_Ori,N50_Ori,N51_Ori,N52_Ori,N53_Ori,N54_Ori,N55_Ori,N56_Ori
157.13945,393.26184,454.12485,436.4663,366.4116,194.7388,155.39058,187.6762,209.15979,291.4208,323.58978,274.19547,249.97873,141.6814,214.273,196.87259,231.18297,222.96233,179.68967,167.63475,208.94661,179.061,200.37843,62.1568,281.1225,136.78366,94.289856,217.36281,213.31369,240.35184,242.51175,20.865025,225.30644,180.76692,186.12462,275.11472,201.31662,74.85173,112.60555,11.240748,105.27911,77.16964,69.31905,120.46841,42.868893,111.88577,133.57585,47.70378,123.23164,68.43812,41.033833,149.4109,70.57823,59.124504,126.83415,54.506737
156.9094,391.5544,445.08698,433.46655,369.56052,195.09995,156.73242,188.59071,206.95033,290.89462,317.55026,274.48196,250.57639,143.16661,212.68956,190.984,229.07462,223.53256,180.24951,167.86743,207.8579,183.19144,201.26132,60.991905,282.2922,137.39078,94.6404,220.79239,216.23335,243.50597,242.07433,21.57707,220.40843,182.42436,185.17229,274.21918,202.19409,73.97494,111.19378,11.184508,108.040596,78.65216,69.28616,121.97582,42.079132,113.06789,133.12274,48.62967,124.575516,69.698166,41.870094,152.47389,71.01656,61.40532,125.45789,55.139194
155.68208,384.08685,442.84857,427.59583,369.76587,197.30144,157.03354,186.27562,205.35066,286.50082,310.17264,270.89117,250.07831,142.2569,212.69452,194.03487,228.91222,220.79095,178.72755,165.60222,210.90015,181.66777,201.93796,61.579697,285.14233,139.22632,92.85305,220.6675,218.15614,242.49394,236.88148,22.405949,217.14885,180.01616,181.77766,267.9563,200.81421,74.08086,111.27628,11.537687,107.692924,78.18051,70.03795,122.77704,42.30684,112.49896,133.7859,49.619,125.39431,70.3646,41.938232,151.4592,70.22884,60.81606,126.73379,56.371216
156.21547,380.8628,434.1786,425.08975,369.42813,199.65976,159.70749,189.55376,199.31598,283.45267,304.3786,265.12024,249.73328,143.59067,217.31944,194.32344,229.58104,220.83846,176.33725,165.31438,214.6789,182.58998,206.17549,63.20015,282.23782,138.86652,90.525375,219.62234,219.1137,241.1469,234.3179,23.34606,215.22919,178.73796,179.53691,265.25204,195.50719,73.54123,109.81673,11.682717,107.04212,77.65123,71.28711,123.2452,42.822235,113.77702,133.40233,51.002235,122.27638,71.92418,43.16286,156.05998,72.40851,61.02899,126.144936,56.130066
156.96463,377.99985,424.26068,415.98206,367.94037,199.82162,162.05237,197.00589,196.10074,279.94327,294.044,258.50818,248.4621,144.13129,220.62466,196.89426,229.82272,221.80551,172.63077,165.96132,214.2526,183.76607,207.40468,63.670162,284.91687,141.309,90.76223,216.67114,220.69824,239.74113,234.54544,24.599632,214.58513,179.73978,176.00555,264.57434,195.16838,73.002205,106.95562,11.953823,109.75954,78.765816,72.84082,124.86275,43.250412,115.38802,131.4834,51.030987,123.368126,73.87718,44.489777,158.47653,73.46219,61.849358,126.044556,56.115116
155.01968,373.03986,427.87985,423.10095,375.58987,207.77144,167.56578,202.5315,199.29875,277.27832,296.18546,256.2233,257.20914,148.25601,226.9218,197.85269,232.78444,222.07217,175.37663,170.28023,218.9504,189.18169,216.18053,65.71801,287.63425,144.48859,91.41193,215.43709,229.15883,236.82236,236.06607,25.356815,221.18593,181.32758,176.92598,266.41544,197.4128,73.41478,106.955055,12.572412,112.83961,79.63657,73.88123,129.15094,44.186733,116.66171,135.50334,53.1703,126.75868,75.94551,45.957363,165.55077,75.58061,64.10616,128.98335,58.64475
153.91148,361.20233,417.3346,414.92627,386.74466,216.55672,176.58275,210.5121,197.16113,281.99478,289.43835,251.79977,268.40634,151.42043,236.67145,197.4249,236.21231,226.03032,173.09256,176.82915,229.13622,199.9647,221.21355,69.1515,289.33188,145.56134,90.6049,218.36105,238.73978,237.57863,240.88239,27.795835,225.80196,181.59511,175.66115,263.59006,197.42218,75.467834,106.14841,12.757072,119.14441,81.83941,75.95208,134.20149,44.66179,123.13993,137.77066,54.293858,132.1365,79.30228,48.892475,171.61053,78.57845,68.243546,130.48228,60.740036
153.42477,357.0374,403.4672,401.92645,384.48337,215.26494,178.77574,212.04372,191.24782,275.245,278.41513,244.06741,265.20972,153.24646,237.49843,200.18767,235.74533,226.66603,169.72078,175.51733,227.92776,200.91177,222.68356,68.56763,289.69446,146.29794,88.80126,215.40506,239.9134,238.92168,240.94704,29.270847,224.07617,183.60686,173.91972,259.77676,195.81462,75.57278,104.11921,12.831814,121.64618,81.897285,76.84604,134.47043,44.882668,124.69715,133.34111,54.617905,133.28694,80.329384,50.1566,172.2112,78.419624,69.20937,131.07466,61.37493
149.80795,355.40903,402.51877,388.97858,387.56485,220.11008,186.26163,217.20963,193.53659,271.8412,273.7426,237.73701,266.87994,157.22038,244.76964,206.07173,236.79924,225.36075,166.07458,176.90376,231.6824,204.67944,226.63776,71.27199,289.52042,147.09201,88.12867,211.97664,243.75041,236.20538,239.83629,30.468132,230.82294,183.87553,171.48796,256.11154,194.46425,77.008766,104.773056,13.233561,125.6705,81.5883,78.38104,137.24632,46.323425,125.69618,134.81659,55.450676,138.3742,81.33881,51.171177,174.23091,79.82287,69.59714,133.44795,62.80158
145.68588,355.32193,401.20294,390.14554,387.1872,223.80362,188.44498,223.11856,195.97664,271.0203,273.07178,232.45221,266.555,161.26186,254.0532,210.61722,238.49939,226.88474,165.46756,176.03508,233.0513,205.72443,233.95851,73.196495,289.83188,151.36961,88.03791,207.09653,246.76015,232.2301,241.66122,30.805742,237.73866,185.03934,168.61684,256.79303,194.9887,78.094925,106.1644,13.757613,128.67772,81.51118,78.65134,139.74765,48.011814,126.57797,134.70546,55.73193,139.56993,83.47856,52.751114,178.55618,81.25935,71.16143,133.25247,63.891262
146.87373,347.9054,393.43097,388.21295,391.0449,226.70546,193.66426,225.29633,196.28407,267.48438,267.5566,229.28542,270.53534,168.8691,255.88437,217.2997,245.26224,233.6847,162.03734,176.7861,238.25209,207.73943,241.27002,73.60747,298.32486,154.62344,85.96447,205.15913,252.26973,235.66124,243.35464,32.909885,240.01225,187.43529,166.62471,251.33685,195.6405,80.46005,106.64979,14.358148,131.77171,81.80172,80.25875,142.29585,48.703823,130.18456,131.68652,57.158066,143.87456,86.21812,54.106422,179.21278,81.24813,71.985214,134.39806,64.8569
146.90598,353.23715,388.55145,386.97147,392.2301,230.51,196.08708,226.91806,198.53639,269.32956,267.13138,228.24985,270.78122,173.03558,262.21808,218.49913,245.41464,237.36537,159.94836,177.5603,235.87039,216.20828,246.39436,74.4464,301.92584,153.23936,85.61773,201.94441,254.44508,237.02394,245.28358,33.783028,241.67096,190.84595,167.99832,253.27112,200.0032,82.45459,108.04797,14.513342,138.84259,83.961494,80.37015,141.92755,49.245834,133.1879,131.91237,55.791973,148.94125,86.520615,55.87731,180.49928,80.92715,74.17862,138.16289,66.277084
145.45341,350.0035,379.65195,384.08524,391.5383,232.77647,199.12161,230.5678,200.39626,271.73523,264.39252,227.83553,270.97214,176.88324,266.7753,223.77939,248.40665,237.96094,158.87708,175.56866,235.37547,217.89165,249.76668,75.63267,306.96387,154.68172,85.57658,200.43452,254.69702,235.19708,247.40662,34.179016,242.45291,194.95235,167.31523,251.32004,201.58609,82.51279,108.53278,14.682535,141.37126,83.992165,80.33456,144.27484,50.042812,133.77234,130.42058,55.58708,152.56973,88.625404,56.87985,181.52747,80.99066,75.38154,139.94107,67.93795
145.58887,352.2127,371.83508,368.77496,382.94638,229.3993,200.35957,230.18074,194.81421,269.33713,254.75026,221.64494,263.36685,174.51654,268.1234,225.71655,247.3103,237.364,154.2784,171.90817,233.74156,212.99367,249.52321,75.89006,303.21198,154.63388,83.10805,197.0648,249.73915,237.4971,245.51671,35.191326,239.13763,191.94406,164.16025,246.1755,195.62964,82.50584,108.03864,14.473187,140.27515,82.30431,81.449554,141.75621,50.220768,132.80489,126.094025,55.22695,150.4663,88.16145,57.562176,177.84497,80.319954,74.499756,140.01746,66.72671
145.0022,356.48685,366.63028,369.21338,381.30817,229.95775,202.29256,230.88878,196.85828,266.9857,250.35275,219.32242,260.9547,176.87927,272.06693,225.15607,247.19116,233.6027,152.512,167.22847,231.5071,217.99239,253.11661,76.497635,304.2649,153.43787,80.748924,192.27234,248.21866,234.95055,239.94022,35.543873,243.09462,191.99203,158.54424,244.15904,193.32076,83.14348,110.891266,15.173503,141.9945,82.436134,79.5625,140.82219,51.13542,134.57713,127.06807,55.891598,150.09778,88.02721,59.00476,177.40877,81.51991,75.06578,138.94978,66.97094
146.11125,346.9629,352.5889,362.5149,379.99387,229.44232,205.87762,233.31052,193.9069,267.24655,242.22,215.88445,262.296,181.14616,272.09634,230.02524,245.0446,236.00821,147.69287,164.00214,229.6144,219.49387,254.16516,76.60996,305.39743,152.7647,78.45444,185.70981,246.75183,233.6878,242.16821,36.451286,240.80069,188.22182,155.34563,238.01054,190.08841,84.53227,111.59526,15.286576,143.37912,81.80686,78.57741,140.49825,51.169964,137.26273,125.76482,54.876762,151.04257,88.917336,59.96393,173.18962,81.4899,75.532486,137.38908,66.05693
143.73752,344.66504,339.05554,359.85648,374.11096,229.41745,204.08864,232.99413,193.16338,265.64517,238.31636,213.93057,262.0708,180.31155,274.0073,228.13237,244.2172,233.04828,146.207,159.26736,226.70273,221.21313,254.12001,76.12075,302.88947,150.06273,77.18259,183.20215,242.3875,231.37177,242.40118,36.22212,240.72745,189.68134,156.18715,233.76657,187.68971,83.888824,110.17444,15.167944,142.52081,82.16127,78.297455,139.07137,50.23541,134.63681,123.395096,54.612846,151.21266,88.65698,59.865135,173.70895,80.35722,74.76792,138.07414,65.81711
144.33542,339.68854,327.79114,357.37537,368.07697,226.36157,199.5316,234.09598,191.69727,262.40656,229.99431,213.63176,254.5747,178.27068,272.55978,229.99689,244.76999,232.04842,141.87952,154.7821,221.93202,214.37053,252.50522,75.86858,301.64966,150.59984,76.98203,176.2066,237.77713,227.21552,237.09747,36.158813,236.69875,188.44626,153.26135,231.69981,184.59634,83.50948,110.080956,15.361589,141.25209,81.768585,77.19342,136.29742,50.810562,133.99387,119.74603,52.81633,149.96152,88.11021,59.311333,170.22716,79.245575,73.454575,137.34021,64.33085
145.80663,342.10565,326.81628,349.31207,360.5008,217.14958,199.51453,231.27498,186.62326,256.96194,226.77815,211.68558,248.77708,176.5021,270.3149,229.9886,239.19502,230.65373,140.90694,152.53606,215.45967,211.80664,250.28801,74.714966,302.5496,147.20546,75.40178,171.1105,233.46446,228.7908,233.60416,36.23779,233.0833,184.13933,149.46681,230.49385,181.78885,82.346375,109.00952,15.205597,138.89908,80.338196,75.77959,134.34816,49.83885,133.52057,114.65342,51.997963,145.40941,86.91194,59.78322,164.1643,78.990395,71.956314,135.90382,62.988323
143.37215,326.22763,305.65912,338.54062,343.05222,211.30653,191.93279,228.05164,184.32881,241.12541,213.02013,204.51978,239.02895,171.36122,266.19687,220.42958,231.86775,224.66527,134.48392,145.16032,205.62424,203.01477,245.71156,73.22273,293.18182,144.13686,73.697754,157.8562,227.04622,219.50243,227.30972,35.177624,230.66782,179.62614,145.75076,220.98067,175.99554,82.1061,106.716286,15.378855,135.95729,79.13553,73.29393,130.07571,47.907383,130.63628,110.51006,49.7868,140.41519,84.67034,58.47847,158.30217,77.29651,69.32977,130.3184,59.404354
141.62173,322.29013,298.4006,336.5845,327.79514,208.67291,185.06947,218.92393,183.28055,233.49634,213.0718,199.00496,228.39052,167.06871,260.7133,217.81879,227.012,218.5086,132.51491,139.60329,196.6953,193.95117,242.18367,71.09559,284.50336,139.54652,73.53928,147.57321,216.71225,215.39214,227.6569,33.552597,224.1524,175.4082,145.11961,215.1696,173.69444,80.73038,104.91172,15.011678,130.8018,77.85648,70.58657,123.60572,46.377754,124.13934,106.412025,46.61547,134.25734,81.57796,54.948727,152.20358,73.297714,64.56923,126.9946,56.956535
140.71683,318.99893,300.34192,324.71545,321.92694,206.65877,185.10272,217.7898,181.72424,236.56563,215.66258,201.29924,230.64519,164.82126,260.83862,214.52142,229.36325,219.20935,132.0867,141.00952,199.06726,190.27036,239.47012,71.2224,280.7352,137.57693,74.69408,147.12166,216.97862,213.7362,227.92957,33.28345,222.54419,172.6587,145.1196,216.17003,175.22119,83.20878,105.24495,14.797028,130.48239,77.09682,70.03122,124.13817,46.59583,124.992195,107.20107,46.184586,135.12753,79.66029,54.756493,151.85413,71.66074,64.98741,126.0753,56.920044
141.12183,314.7413,304.4755,326.24133,319.7673,206.37979,184.59909,214.74968,181.47247,232.42471,217.81715,200.9661,231.64572,163.34953,257.67984,212.76003,229.41418,217.34909,132.79976,141.11711,197.51736,187.21786,238.46567,71.10195,280.82654,136.13382,75.08099,144.55618,217.8905,213.08893,225.0368,32.86667,221.8982,172.73866,143.69516,216.59558,175.88802,83.29511,105.85321,14.952893,129.44797,76.080284,68.6895,122.90649,45.7538,125.075035,108.11328,46.15403,133.58304,77.981895,54.13784,147.74359,70.72917,64.67993,124.74602,56.95401
141.3854,306.48257,296.2472,324.55884,309.36514,203.83334,178.4175,213.25911,178.71242,224.1988,208.86038,197.36488,225.82864,159.19658,253.49179,210.40137,227.93498,212.80515,131.61186,138.745,192.98972,178.81111,235.48766,69.729324,273.59555,135.46727,74.16582,140.83104,214.48854,210.61055,221.63663,32.401897,217.71014,171.67351,143.46921,214.13284,172.71312,81.98148,102.972885,14.846453,126.77643,75.30067,68.469986,120.046936,43.787025,121.503624,104.92622,45.05734,130.71053,77.00033,52.724472,144.38152,68.67874,62.302387,122.989044,55.00425
136.67374,300.21393,290.01178,306.84515,293.30307,200.53204,170.2289,204.5288,177.71869,218.95363,205.29991,193.18152,213.01875,154.44572,253.04375,209.42624,220.58656,206.41869,126.349045,132.40054,185.72726,168.3773,229.261,69.27807,263.96652,131.47379,75.07354,135.65967,208.64473,202.43156,222.87878,30.279408,213.92433,171.54033,142.98517,207.8732,169.7182,81.661995,102.03176,14.588057,123.31785,74.10438,65.60338,117.66254,43.483322,116.18792,103.04682,42.20391,127.442696,74.62242,49.915195,139.97905,64.48525,59.573517,118.75204,54.18368
133.80965,289.56174,276.30737,293.95508,283.1167,198.00117,164.6183,200.68962,176.1504,207.94727,196.2144,183.37694,206.33029,149.61827,245.35315,199.46184,216.90414,200.76817,125.10171,128.5593,181.51265,166.52838,222.74333,66.11047,256.27393,126.74749,73.24935,131.65509,204.98619,198.04668,220.04016,29.178745,209.69672,167.0635,141.00774,199.8444,166.41997,80.26205,98.62726,14.185937,120.46598,73.72645,65.06589,114.71668,40.6655,111.54863,100.630165,40.946213,123.33513,71.16207,48.681118,135.63121,62.571514,56.677032,114.8496,51.40718
133.68954,282.35696,268.35016,288.07724,275.61304,192.89096,161.48329,198.04129,172.5935,205.98346,191.15077,180.60326,203.98067,146.04398,239.30849,196.2094,212.2937,195.37988,123.58012,126.147026,176.20648,164.48445,216.7283,63.665882,251.19768,123.257385,72.81522,128.64189,200.56061,194.50227,219.06477,28.478775,204.89128,165.78502,142.28218,200.395,164.30444,79.51117,95.907074,13.763302,118.40737,74.10496,63.28067,113.43123,40.145737,110.59309,99.779526,39.813602,122.39314,69.38862,48.1338,133.60269,61.56671,55.93106,112.75112,49.915802
132.47226,274.45676,264.37677,289.2574,272.36826,193.18707,158.33092,193.62039,170.49147,202.8178,190.39204,175.40947,201.68414,142.35019,236.162,191.39302,210.43538,189.16353,122.97567,127.1126,175.658,164.73456,214.40898,63.126923,245.6502,122.09202,70.98396,126.27868,201.00038,190.96788,215.31197,28.445433,204.66774,164.16331,140.12093,200.3157,165.06285,79.053185,94.01992,13.562854,119.151344,73.163666,62.61473,110.33706,39.353207,108.91378,100.40839,38.91793,122.654076,67.132996,47.967724,130.23976,60.40615,56.271664,113.86451,49.36282
132.67854,268.987,268.54803,290.87283,272.69827,190.90546,158.86427,194.09874,172.19345,201.01353,196.17203,173.82834,204.01279,145.78378,233.34512,191.70952,209.3536,192.71739,121.61634,127.590324,178.05446,164.12279,214.53621,62.803146,245.94083,122.502594,70.53934,127.778465,202.28398,192.33493,214.76295,28.088732,204.17183,161.52188,139.60536,198.81787,162.00418,79.89936,93.09153,13.513178,119.25674,71.510025,61.880054,111.66114,38.96564,108.940865,100.93091,39.531353,121.72351,67.84255,47.59282,128.76674,59.91615,55.342663,111.67839,49.575314
131.34087,267.15878,264.63403,280.1034,272.73123,190.75192,158.54317,195.49007,168.39893,203.46396,192.01756,171.91536,202.9544,145.51926,234.72084,194.37904,211.2704,196.55876,121.09612,127.84587,178.79185,161.99689,214.05324,62.369385,246.34523,122.40468,71.1054,127.253265,201.60416,193.2022,219.39001,28.474052,202.0765,161.479,141.17662,199.02028,163.81204,80.716545,92.47424,13.372133,119.022064,72.224556,62.75938,111.80589,39.43538,110.308525,99.60392,39.21675,119.97708,68.917244,47.128033,130.81146,59.327908,54.973717,111.65267,49.659924
134.08759,266.60965,273.81226,284.10913,276.1511,191.23892,157.32228,194.13855,169.81046,207.87534,197.31802,172.3291,204.57907,143.41447,234.01602,192.27037,213.46887,196.9639,119.51811,129.16106,183.36964,159.76561,212.58212,62.00357,247.6456,124.305504,71.62171,130.6531,202.57309,195.45363,218.698,28.221033,202.02014,161.03627,141.05624,200.71565,166.56183,81.33377,93.395164,13.311138,119.14389,71.08513,63.171772,111.484825,40.052452,109.69738,102.00367,40.18668,120.36163,68.227135,46.18886,128.88129,58.018833,55.1205,112.63049,50.51489
130.77786,265.77924,268.09283,289.2099,275.5651,194.79343,157.14429,192.20418,168.9039,203.60849,197.11371,170.37277,204.03488,144.79337,231.63121,191.91576,209.93549,191.46786,119.87156,126.963974,182.98547,160.83833,212.55339,61.33661,244.67693,125.136604,70.04052,130.92262,201.60854,196.39175,216.87099,28.06008,203.63914,160.09267,141.02573,197.07346,166.65593,80.73329,92.149345,13.290709,120.66924,70.31106,62.547394,109.76694,39.437614,108.31852,102.34869,41.07085,120.1288,68.28331,45.30671,128.79135,57.508537,55.025707,111.94757,50.652782
129.61667,260.6567,266.32138,288.2623,283.9663,194.3789,157.32382,191.05595,168.80531,205.70679,196.78362,170.05573,207.02745,146.46176,228.2011,192.24936,209.50514,195.04178,117.59753,130.63736,186.21214,162.22563,211.02377,62.07644,246.08197,126.477684,69.70196,135.11256,205.08353,196.1797,217.06918,28.625181,203.44102,158.32333,138.6826,193.60448,166.19823,81.03216,90.93939,13.088378,120.56315,69.5485,63.322906,111.20644,39.733967,108.75862,103.85792,41.06372,120.6119,68.64072,45.1424,127.2314,57.426846,55.140526,111.27049,51.1092
130.22871,269.20203,267.31723,284.51645,293.2069,192.92232,158.93639,191.03453,165.67505,214.80473,199.17427,168.08911,208.04576,148.46088,234.56256,196.06819,208.5293,201.23387,111.21853,133.90782,188.76433,170.06253,215.73592,64.515175,249.25511,127.31367,69.09687,137.64351,207.279,201.42009,219.41591,30.34632,206.15056,162.96349,138.26862,193.21371,169.63101,81.83518,92.32095,12.981094,124.616165,70.78728,66.21514,110.41743,40.900845,111.71612,101.8228,40.729355,123.53961,69.8463,46.277714,130.04993,58.132927,56.708096,118.18563,52.67215
130.6127,273.64456,269.54337,286.11008,291.62057,193.79547,158.25555,194.49591,167.59702,215.62482,197.64723,169.10184,208.70987,149.68588,235.75366,199.69534,215.76775,201.53645,112.41893,134.20314,189.81752,168.63557,214.90562,63.7446,251.23303,128.09822,69.29802,140.9113,206.24323,203.35606,220.16998,30.584082,205.52411,164.39233,139.66205,194.79033,171.91658,81.68901,92.29954,12.99007,124.673035,71.672386,66.75982,111.17989,41.414734,111.64323,102.01627,42.334232,121.99574,70.76488,46.02111,133.36276,58.14926,55.504833,118.54903,54.414677
129.01424,264.50815,258.07166,280.1139,283.2621,195.10037,157.83646,195.34468,164.13615,211.21114,190.37958,164.39201,207.93733,148.2606,234.79488,198.22073,208.0436,198.8178,109.52758,131.94008,187.6602,165.99118,214.55241,64.00728,248.47516,127.46484,67.83158,136.47334,202.77147,198.39743,220.26306,30.317425,203.83353,162.6714,138.74747,190.3005,167.68144,81.38616,91.04466,13.0521,124.710464,71.49114,64.72159,110.5079,40.822098,111.61904,100.38889,40.75342,120.35813,70.96363,45.664345,131.06363,57.950447,55.371025,116.57558,52.667603
124.26431,259.46048,251.241,274.89954,278.28708,194.87444,153.94247,191.65332,163.32837,206.35028,186.32675,157.61852,198.40805,144.5522,231.4009,195.82732,203.28488,190.74883,108.74513,127.0123,182.1053,160.67706,210.19977,62.868584,239.60847,125.09555,66.7094,131.4646,197.77245,194.53374,216.346,29.251514,205.40807,159.4835,137.72954,187.22086,165.1998,79.41827,88.75006,12.71295,122.37059,69.109795,63.3734,106.29696,39.917404,106.71239,98.6131,39.829155,117.26501,68.29965,44.137123,127.54111,56.35569,54.047512,114.40986,51.147655
121.597084,255.14656,239.45403,267.66736,269.566,193.12662,149.72563,188.40535,158.16617,201.77357,182.24379,149.7458,191.18394,141.5853,226.2241,191.2786,198.32193,184.05646,107.64117,126.01573,176.69173,156.68872,204.35283,60.863342,234.96754,121.168495,65.70625,127.269135,192.0585,192.57977,213.34445,28.630396,201.55928,154.6012,135.67995,182.29921,164.4414,77.815506,86.274826,12.125646,120.143456,67.881996,61.895496,102.250755,38.544617,102.93634,95.67648,38.408184,113.43102,65.036964,42.693626,123.22386,54.63826,52.44034,111.51746,49.07193
117.82714,249.47313,240.58226,264.72876,271.65622,188.33421,148.1705,188.49855,155.81622,202.26875,178.48096,145.47427,189.12958,138.46295,223.61484,188.38834,198.3754,180.73126,107.64368,124.48505,172.30612,152.13913,201.55452,58.724762,232.0965,120.72418,66.12796,122.99698,191.68114,190.3099,210.38876,27.946136,202.32404,151.99898,134.0278,185.17958,163.8218,75.80861,85.82741,11.910637,116.1684,66.85503,60.818295,100.79193,38.5652,100.96684,94.961006,38.785778,110.80354,63.709522,42.807465,119.51025,54.15538,52.062393,108.73706,48.516827
116.59124,245.93509,225.94626,256.8306,260.8163,184.77605,148.11542,184.69008,150.28386,195.35498,171.9955,139.75836,186.84583,138.09274,219.3962,186.18102,191.79219,178.23936,105.33857,122.32617,169.38792,153.3446,199.35953,58.64296,230.61691,117.57145,63.24925,121.83937,192.7593,189.31996,204.10443,28.598406,200.8811,149.3219,130.31772,179.66605,159.78552,74.17573,82.48686,11.81013,114.73003,66.2884,61.402393,99.02805,37.23544,100.116104,90.27981,38.14034,107.963615,63.113293,42.53568,119.66059,53.652348,51.060833,107.36548,47.00717
112.66652,240.4266,224.1622,245.64601,249.3049,179.4678,144.1073,180.90839,152.98235,194.12483,168.15923,137.01166,180.8604,132.74667,215.14217,179.83218,189.03659,173.09624,105.17178,116.414696,161.32115,146.9863,195.70526,56.094646,226.62123,112.56646,63.30027,116.6224,182.64178,185.37413,202.62665,26.789078,196.8638,147.55162,132.05453,179.37245,159.42125,73.76223,83.412704,11.489973,112.549545,65.75259,58.147255,94.69622,35.15446,96.90276,88.54427,36.581944,103.915115,60.362595,41.45296,115.163994,50.99507,48.779724,103.944305,46.411003
107.86129,233.9271,220.66399,236.27802,238.74634,182.42133,137.62218,172.53838,149.17719,185.982,165.47118,136.41049,170.87646,127.586365,201.11876,172.2269,180.29517,163.2791,104.76729,115.19488,156.76125,134.19771,191.18625,54.361385,218.02304,110.08634,63.599945,108.3612,180.73824,179.8527,197.21518,24.971277,190.84544,146.50282,130.11365,172.43367,151.78543,69.841255,78.987595,10.978065,105.709335,63.197624,56.01177,90.28501,33.671154,90.86188,83.90139,34.79603,99.502396,57.155643,38.97015,109.106674,48.857624,47.00286,99.80126,43.736004
103.634575,219.18958,212.2905,216.9386,221.15527,171.3709,131.19067,164.21962,145.91118,175.78574,157.43307,126.63392,157.19563,118.37208,186.5963,164.43787,170.33798,147.7351,104.0246,108.53245,145.33636,121.7134,177.54805,50.679604,207.60606,101.854416,62.92742,103.40684,170.24728,172.40903,189.5453,21.990889,184.9278,135.88858,125.97286,168.87381,144.08342,66.6666,71.75135,9.868887,99.1607,57.357044,52.197407,82.63918,29.954165,84.617615,78.52521,31.409863,92.36265,51.59234,35.790047,93.64788,44.351585,43.61118,90.3255,40.114395
98.79051,205.69585,189.73483,202.99619,202.67719,163.17838,120.39076,148.62735,137.8036,161.02826,147.78076,119.08636,144.68584,107.68655,160.03252,148.54964,161.82933,128.28743,95.53491,98.796234,135.14473,113.72542,164.82567,47.628284,193.28203,91.72742,58.57217,95.02005,155.94257,159.93236,176.10164,20.124647,171.71968,131.8158,116.578674,151.34236,129.69156,61.93026,65.96005,8.921549,90.87515,54.297424,46.990864,72.44645,25.480053,78.2472,69.45509,26.85137,83.70062,44.697098,32.604137,81.7667,40.67904,40.488197,80.16407,34.98028
99.322205,195.27687,179.54527,192.96877,184.7654,149.24283,115.26901,138.54803,127.560455,159.71883,142.73828,109.14541,142.127,97.863365,138.4618,134.4068,158.1977,118.85475,87.25506,88.98802,127.45809,109.370834,146.41942,44.004192,182.55539,83.007355,55.851307,95.31972,147.36401,156.87405,169.60597,18.927946,157.52608,118.69778,108.83454,139.21606,119.003975,57.39034,60.085945,7.02978,81.004814,49.415646,44.180813,66.42418,20.413927,72.90292,63.674736,23.266739,72.842865,39.85235,29.028168,70.27234,35.66996,36.23492,69.86346,30.470804
95.881905,180.75516,168.51553,187.30347,175.2183,138.63878,107.63962,122.4445,120.94419,158.68391,135.58464,97.16717,136.44633,87.05921,125.04334,125.30367,157.26495,109.44621,86.42355,82.10035,120.71963,103.677444,137.1177,41.08718,175.8173,78.501785,53.082306,94.504524,138.43182,153.19847,165.51045,17.79496,148.16702,114.65586,104.29138,134.17609,114.13346,53.839283,56.605328,5.9029107,73.836975,47.282833,42.085724,59.60918,16.091867,68.9971,57.481728,20.149736,63.367184,37.087982,26.095167,62.280876,31.71273,32.277122,65.10291,28.216816
95.54115,170.55373,173.63512,176.62416,166.25458,126.3598,96.998245,109.41083,115.198845,152.65398,122.999146,90.25983,138.88303,77.705376,115.106064,115.03314,153.0719,109.68919,83.57334,79.1858,114.19675,95.4843,121.902596,38.558983,170.13353,76.850746,51.295185,92.12344,135.56506,142.00375,160.62009,16.607533,139.27303,106.62162,97.61117,130.45876,104.03796,48.27856,50.248363,4.8714695,65.5148,43.60659,39.727787,55.51853,12.756374,63.83937,51.63997,17.968266,55.7165,34.46279,24.267824,56.846428,29.34406,30.101856,58.412632,25.245735
95.12637,172.03232,175.77774,175.66852,158.69334,116.88759,86.947266,100.36722,110.82784,148.98694,116.46679,86.85686,142.27853,70.819885,100.72839,106.994965,150.17876,109.3214,76.10695,73.93724,111.451866,87.57063,110.477165,36.994217,163.33617,76.53237,49.154835,93.79224,127.69368,132.86331,150.06328,16.291586,127.5452,94.92605,91.91564,127.38575,99.17819,44.98913,45.451027,3.7107458,62.77216,40.17911,36.48937,49.668625,10.718456,59.25159,50.347343,16.261393,50.803627,31.922688,21.335726,51.41178,27.222548,28.943493,52.128025,23.667034
